Title,Company,Company_Rating,Location,Salary,Date,Description,Yearly,Hourly,Min_Salary,Max_Salary,Avg_Salary,Remote,State,Posted_Date,Python,R_studio,Spark,Excel,SQL,Hadoop
Becario Data Science or Tableau,Turing Inteligencia Artificial,,Remoto,"$3,000 - $4,500 al mes",Postedhace 7 días,"Somos una empresa Consultora de Big Data en México, desde hace 13 años proporcionamos servicios en Business Analytics mediante Knowledge Discovery in Database …",0,0,3000,4500,3750.0,1,Remoto,2022-04-27,0,0,0,0,0,0
Auxiliar de Recursos Humanos,Turing Inteligencia Artificial,,Remoto,"$5,000 - $8,000 al mes",Postedhace 9 días,"Somos una empresa Consultora de Big Data en México, desde hace 13 años proporcionamos servicios en Business Analytics mediante Knowledge Discovery in Database …",0,0,5000,8000,6500.0,1,Remoto,2022-04-25,0,0,0,0,0,0
"Gerente de TI, Gobierno y Auditorias de TI",Grid professional,,"Hybrid remote in Cuajimalpa, CDMX","$50,000 - $60,000 al mes",EmployerActivo hace 3 días,"Empresa aseguradora líder nivel internacional te invita a ser parte de su equipo de trabajo como *Gerente de TI, Gobierno y Auditorias de TI*.",0,0,50000,60000,55000.0,0, CDMX,2022-05-01,0,0,0,0,0,0
Data Analyst,Wise Athena,,Remoto,"$20,000 - $28,000 al mes",EmployerActivo hace 3 días,"Experience with Python for data processing.
 Efficiently investigate, analyze and resolve data issues.
 Ability to concisely communicate data issues to clients.",0,0,20000,28000,24000.0,1,Remoto,2022-05-01,1,0,0,0,0,0
Auxiliar de marketing Jr.,Turing Inteligencia Artificial,,Remoto,"$5,000 - $8,000 al mes",Postedhace 9 días,"Somos una empresa Consultora de Big Data en México, desde hace 13 años proporcionamos servicios en Business Analytics mediante Knowledge Discovery in Database …",0,0,5000,8000,6500.0,1,Remoto,2022-04-25,0,0,0,0,0,0
Data Analyst,Consultoría en Sistemas,4.8,"Remoto in Guadalajara, Jal.","$40,000 - $50,000 al mes",EmployerActivo hace 2 días,"Data Analytics con conocimientos en data warehouse.
 Experiencia generando reportes y data analytics, puede ser cualquier herramienta de powercenter, click view.",0,0,40000,50000,45000.0,1, Jal.,2022-05-02,0,0,0,0,0,0
SEO Specialist / Data Analyst (Remoto-México),Remoteco,,Remoto,"$19,000 - $20,000 al mes",EmployerActivo hace 16 días,"Job Types: Full-time, Permanent.",0,0,19000,20000,19500.0,1,Remoto,2022-04-18,0,0,0,0,0,0
Nutriólogo: Educador en Diabetes,IQVIA,3.8,"Benito Juárez, CDMX","$17,000 al mes",EmployerHace más de 30 días,"Licenciatura en Nutrición (titulo y cedula).
 Experiencia en plataformas virtuales (Teams, Zoom, Gotowebinar).
 Experiencia en manejo de CRM (deseable).",0,0,17000,17000,17000.0,0, CDMX,2022-04-04,0,0,0,0,0,0
OFFICE MANAGER,ATENCION AL CLIENTE Y VENTAS,3.9,"Cuauhtémoc, CDMX","$25,000 - $50,000 al mes",Postedhace 13 días,"This person must have at least three (3) years of office Management experience.
 Excel efficiency is a HUGE plus.
 Proven work experience at management level.",0,0,25000,50000,37500.0,0, CDMX,2022-04-21,0,0,0,1,0,0
Data Entry,FORTUNE FASHIONS,,"Ensenada, B.C.","$2,999 - $3,000 por semana",EmployerActivo hace 17 días,"Entering customer and account data from source documents within time limits.
 Reviewing data for deficiencies or errors, correcting any incompatibilities and…",0,0,2999,3000,2999.5,0, B.C.,2022-04-17,0,0,0,0,0,0
Customer Service (Remoto-Mexico),Remoteco,,Remoto,"$15,000 - $16,000 al mes",EmployerActivo hace 3 días,"\*Type in data into Google Sheets and Excel.
 \*Answer incoming phone calls, call back clients, data entering.
 \*Schedule appointments into CRM system.",0,0,15000,16000,15500.0,1,Remoto,2022-05-01,0,0,0,1,0,0
Data Engineer Software,Atcon,,"Tlalpan, CDMX","$50,000 - $60,000 al mes",EmployerActivo hace 9 días,"Un mínimo de dos años de lenguajes de programación (Python, Scala preferido) experiencia con los métodos de big data a gran escala (Spark, Hadoop stack, Cloud).",0,0,50000,60000,55000.0,0, CDMX,2022-04-25,1,0,1,0,0,1
Marketing Analyst,Tecnologías Tul MX sociedad de responsabilidad...,,"Miguel Hidalgo, CDMX","$15,000 al mes",Postedhace 7 días,"Los gastos del área, solicitando cotizaciones y elaborando órdenes de compra.
 Licenciatura concluida en marketing, comercial, ventas, comercio internacional,…",0,0,15000,15000,15000.0,0, CDMX,2022-04-27,0,0,0,0,0,0
TRAINEE DE MARKETING DIGITAL,EPA Digital,3.2,"Miguel Hidalgo, CDMX","$7,000 al mes",EmployerActivo hace 2 días,"Apoyo en la operación de las diferentes plataformas, campañas y herramientas (supermetrics, data studio).
 TRAINEE DE CUENTAS (MARKETING DIGITAL)*.",0,0,7000,7000,7000.0,0, CDMX,2022-05-02,0,0,0,0,0,0
Data Science***ETL**Data Warehouse****Ingreso Inmediato,PRAXIS IT,3.7,"Cuauhtémoc, CDMX","$40,000 - $42,000 al mes",EmployerActivo hace 10 días,"\*\*\*Data Science\*\*\*ETL\*\*\*Data Warehouse\*\*\* Inglés avanzado a nivel conversación*.
 Ciencia de datos/IA dentro o fuera del contexto de ServiceNow.",0,0,40000,42000,41000.0,0, CDMX,2022-04-24,0,0,0,0,0,0
Analista de de Marketing Digital -Paid Media - Google Ads- S...,Sube Agencia Digital,,"Miguel Hidalgo, CDMX","$25,000 - $30,000 al mes",EmployerActivo hace 8 días,"Somos una agencia innovadora, que busca romper con los esquemas de comunicación e impulsar la cultura digital.
 \*Data a través de Analytics.",0,0,25000,30000,27500.0,0, CDMX,2022-04-26,0,0,0,0,0,0
"Líder de Proyecto - infraestructura, redes, data center",Cgs reclutamiento,,"Benito Juárez, CDMX","$20,000 al mes",Postedhace 30+ días,"Ingeniero industrial, eléctrico, en sistemas o afín.
 Experiencia y conocimiento en cableado y estructurado y tableros eléctricos.",0,0,20000,20000,20000.0,0, CDMX,2022-04-04,0,0,0,0,0,0
DESARROLLADOR SQL,"AXITY MÉXICO, S.A. DE C.V",3.5,"Remoto temporalmente in Azcapotzalco, CDMX","$33,000 - $38,000 al mes",Postedhace 2 días,"Nuestro portafolio de servicios es uno de los más grandes en la industria: Estrategia Digital, Desarrollo de Software, Business Intelligence, Big Data,…",0,0,33000,38000,35500.0,1, CDMX,2022-05-02,0,0,0,0,0,0
Wanted Data Management Sidekick (Remoto-Mexico),Remoteco,,Remoto,"$9,000 - $10,000 al mes",Postedhace 5 días,"At least 1 year of data management experience.
 Help collate eCommerce product data into a spreadsheet (need to be completed 5-7 days upon the start of the…",0,0,9000,10000,9500.0,1,Remoto,2022-04-29,0,0,0,0,0,0
Docente Analítica Avanzada en ambientes de BigData (clases e...,ATENCION AL CLIENTE Y VENTAS,3.9,"Tlalpan, CDMX",$500 por hora,Postedhace 30+ días,"Experiencia: No es necesario contar con experiencia en docencia, pero si contar con experiencia y conocimientos en Conocimientos en Hadoop, Cloudera, R y…",0,1,500,500,500.0,0, CDMX,2022-04-04,0,1,0,0,0,1
Coordinador de Infraestructura,DESARROLLADORA RANMAN,,"Querétaro, Qro.","$28,000 - $30,000 al mes",Postedhace 7 días,"Producción en base a estaciones, sistemas constructivos, rendimientos y calidades de materiales.
 Verificar que se cumpla el programa de obra por estaciones de…",0,0,28000,30000,29000.0,0, Qro.,2022-04-27,0,0,0,0,0,0
Data Analyst Junior,Mensch México,,"Remoto in Miguel Hidalgo, CDMX","$14,000 al mes",Postedhace 29 días,"Publicidad, Mercadotecnia, Estadística, Matemáticas, Actuaria, Economía y tienes experiencia en recolección y análisis de datos, uso de bases de datos,…",0,0,14000,14000,14000.0,1, CDMX,2022-04-05,0,0,0,0,0,0
Receptionist (Remoto-Mexico),Remoteco,,Remoto,"$11,000 - $12,000 al mes",Postedhace 1 día,"Assist in data entry to Epic.
 Schedule phone calls for customers.",0,0,11000,12000,11500.0,1,Remoto,2022-05-03,0,0,0,0,0,0
Data Scientist,Go-Sharp,4.3,"Remoto in Miguel Hidalgo, CDMX","$18,000 - $22,000 al mes",Postedhace 30+ días,"Manipulación de datos (data wrangling, data munging, data tyding, etc).
 Manipulación de datos (data wrangling, data munging, data tyding, etc).",0,0,18000,22000,20000.0,1, CDMX,2022-04-04,0,0,0,0,0,0
Wanted Logistic Coordinator & SMR (Remoto-Mexico),Remoteco,,Remoto,"$9,000 - $10,000 al mes",EmployerActivo hace 23 días,"Maintain and support supplier relations.
 Create an overview of the product label and SKU management.
 Work with Tec Pack creation and management,.",0,0,9000,10000,9500.0,1,Remoto,2022-04-11,0,0,0,0,0,0
Desarrollador Jr,Recurso Confiable S.A de C.V,,"Tlalnepantla, Méx.","$18,500 al mes",Postedhace 2 días,Recurso confiable con mas de 22 años dedicados en brindar soluciones de recursos humanos y software innovadoras.,0,0,18500,18500,18500.0,0, Méx.,2022-05-02,0,0,0,0,0,0
Desarrollador Big Data Jr.,Pypol Consulting,,"Benito Juárez, CDMX","$25,000 al mes",Postedhace 12 días,"Desarrolladores (as) Big Data Junior con interés en seguir creciendo su carrera en el procesamiento de datos.
 Conocimiento en Base de datos Relacionales (Oracle…",0,0,25000,25000,25000.0,0, CDMX,2022-04-22,0,0,0,0,0,0
Inside Sales Representative,TelQuest International,,Remoto,"$42,000 - $80,000 al año",EmployerActivo hace 9 días,"Ability to document, organize and summarize data in complete detail.
 Facilitate the collection of data and information to be able to develop pricing proposals.",1,0,42000,80000,61000.0,1,Remoto,2022-04-25,0,0,0,0,0,0
Director Comercial Instalaciones de Automatización,Wurzel Group,,"Colonia Polanco, CDMX","$40,000 - $60,000 al mes",EmployerActivo hace 3 días,"Control temperatura de data centers.
 Puesto: * DIRECTOR COMERCIAL INSTALACIONES DE AUTOMATIZACION.
 Descripción: *Importante empresa de instalaciones de…",0,0,40000,60000,50000.0,0, CDMX,2022-05-01,0,1,0,0,0,0
Analista Data Entry,Travalex,,"Tijuana, B.C.","$2,500 por semana",Postedhace 2 días,"Analisis de bases de datos.
 Investigar fuentes de información incompletos.
 Carrera trunca o nivel licenciatura en Derecho, Contabilidad, Economia o Ciencias…",0,0,2500,2500,2500.0,0, B.C.,2022-05-02,0,0,0,0,0,0
Product Manager - Parcel,99 Minutos,2.3,"11560, Colonia Polanco, CDMX","$60,000 - $70,000 al mes",EmployerActivo hace 3 días,"Build, maintain, and regularly communicate detailed reporting for other leaders across the company who will use your team's data to inform their own operations…",0,0,60000,70000,65000.0,0, Colonia Polanco,2022-05-01,0,0,0,0,0,0
Wanted Marketing Assistant (with writing skills) (Remoto-Mex...,Remoteco,,Remoto,"$9,000 - $10,000 al mes",EmployerActivo hace 7 días,"Report data from the client’s website.
 We are looking for a smart, experienced and creative Marketing Assistant (with writing skills) to support one of our…",0,0,9000,10000,9500.0,1,Remoto,2022-04-27,0,0,0,0,0,0
Administrative Assistant,Lot Squared Development,,"Remoto temporalmente in Ciudad Universitaria, CDMX","$18,000 al mes",EmployerActivo hace 2 días,"Entering data into our systems.
 We are looking for our next Administrative Assistant to join us full-time (40 hours) during our Eastern U.S. business hours from…",0,0,18000,18000,18000.0,1, CDMX,2022-05-02,0,0,0,0,0,0
Consultor IOT,BSIDE,3.8,"Benito Juárez, CDMX","$50,000 - $60,000 al mes",Postedhace 30+ días,"BSide está conformado por grandes especialistas, arquitectos y líderes técnicos.
 IoT (Hub, Edge, Stream Analytics, App Service, App Insights, Azure Data…",0,0,50000,60000,55000.0,0, CDMX,2022-04-04,0,0,0,0,0,0
Data Science,Ingenes,3.1,"Álvaro Obregón, CDMX","$20,000 - $25,000 al mes",EmployerActivo hace 8 días,"Únete a este gran proyecto sumando con tu talento como DATA SCIENCE.
 Llevar a cabo el control de presupuestos de operación de todas las sucursales.",0,0,20000,25000,22500.0,0, CDMX,2022-04-26,0,0,0,0,0,0
IT Analyst Bilingual,Wagento,,Remoto temporalmente,"$30,000 al mes",Postedhace 6 días,"Pull data for Scorecards and other reports.
 Wagento is looking for an It Analyst, who will work directly with our Director of Operations, in conjunction with…",0,0,30000,30000,30000.0,1,Remoto temporalmente,2022-04-28,0,0,0,0,0,0
Analista de Información/ Dominio en Data,Segmenta,4.3,"Naucalpan, Méx.","$12,000 - $16,000 al mes",Postedhace 8 días,"\*Control de calidad de los resultados del proyecto.
 Conocimientos: Bases de datos, Word, Excel avanzado, PowerPoint (nivel avanzado).",0,0,12000,16000,14000.0,0, Méx.,2022-04-26,0,0,0,1,0,0
"Technical Account Manager, Remote (Bilingual in English)",Synology America Corp,,Remoto in Ciudad de México,"$30,000 - $50,000 al mes",EmployerActivo hace 3 días,"This position is responsible for handling technical specifications and providing support to our resellers.
 Our ideal candidate will have technical experience…",0,0,30000,50000,40000.0,1,Remoto in Ciudad de México,2022-05-01,0,0,0,0,0,0
HR Intern,HH Global,,"Colonia Roma, CDMX","$9,000 - $10,000 al mes",Postedhace 30+ días,"The role will perform a variety of HR tasks including all facets of Onboarding, entering, and maintaining accurate data in HR systems, creating employee…",0,0,9000,10000,9500.0,0, CDMX,2022-04-04,0,1,0,0,0,0
Marketing Specialist,amuntalent,,"Playa del Carmen, QRoo.","$20,000 - $35,000 al mes",Postedhace 8 días,"Lectura en analisis de marketing data y analytics( resultados de campañas, tasa de conversión, trafico, generación de leads, etc).",0,0,20000,35000,27500.0,0, QRoo.,2022-04-26,0,0,0,0,0,0
Ecommerce Manager,Cole Collection,,"Naucalpan, Méx.","$18,000 - $20,632 al mes",EmployerActivo hace 5 días,Es consciente que pueden existir relaciones inesperadas y que haya cosas que funcionen o fallen por factores que no se explican a primera vista.,0,0,18000,20632,19316.0,0, Méx.,2022-04-29,0,0,0,0,0,0
Digital Marketing Director/Partner,Global Institute for Digital Competitiveness,,"Cuauhtémoc, CDMX+1 ubicación","$60,000 - $80,000 al mes",EmployerActivo hace 3 días,"Horizones Consulting apoya a las organizaciones en su transformación, basada en la comprensión de las necesidades de las personas, la inteligencia de negocios y…",0,0,60000,80000,70000.0,0, CDMX,2022-05-01,0,0,0,0,0,0
Wanted Fitness Industry Media Buyer (Remoto-Mexico),Remoteco,,Remoto,"$14,000 - $14,400 al mes",Postedhace 7 días,"Write reports based on campaign data.
 PLEASE APPLY THROUGH THIS LINK:
 We are looking for a smart, experienced and creative Fitness Industry Media Buyer to…",0,0,14000,14400,14200.0,1,Remoto,2022-04-27,0,0,0,0,0,0
Analista de Cuentas por Pagar Validador de CFDI´S,"DIRSAMEX, S.A de C.V",4.5,"Álvaro Obregón, CDMX","$12,000 - $14,000 al mes",EmployerActivo hace 9 días,"Revisión y seguimiento de safe data.
 ""ANALISTA DE CUENTAS POR PAGAR VALIDADOR DE CFDI´S"".
 Mínimo 2 años de experiencia revisión de facturas.",0,0,12000,14000,13000.0,0, CDMX,2022-04-25,0,1,0,0,0,0
Analytics Data Entry Specialist - Digital Marketing (Remoto-...,Remoteco,,Remoto,"$13,000 - $14,000 al mes",Postedhace 8 días,"Maintains data entry requirements by following data program techniques and procedures.
 Preparing and sorting documents for data entry.",0,0,13000,14000,13500.0,1,Remoto,2022-04-26,0,0,0,0,0,0
Sales Operations Jr.,CompuCom,3.3,"Remoto in Benito Juárez, CDMX","$16,000 al mes",EmployerActivo hace 5 días,"Excellent analytical, reporting, data manipulation, dashboard creation and business intelligence skills.
 The role manages the account operations for specific…",0,0,16000,16000,16000.0,1, CDMX,2022-04-29,0,0,0,1,0,0
Data Analyst,Mensch México,,"Miguel Hidalgo, CDMX","$35,000 al mes",Postedhace 29 días,"Esta vacante viene de la bolsa de empleo Talenteca.com.
 Importante empresa de Publicidad tiene una oportunidad laboral como Data Analyst.",0,0,35000,35000,35000.0,0, CDMX,2022-04-05,0,0,0,0,0,0
Data Analyst,Capital Empresarial Horizonte,,"Guadalajara, Jal.","$30,000 - $50,000 al mes",EmployerActivo hace 2 días,"Escolaridad: * Ingeniería en Sistemas, Informática o afín.
 Experiencia en la creación de documentación de TI con flujos de datos de los requisitos o procesos…",0,0,30000,50000,40000.0,0, Jal.,2022-05-02,0,0,0,0,0,0
Data Engineer,"AXITY MÉXICO, S.A. DE C.V",3.5,"Remoto in Miguel Hidalgo, CDMX","$40,000 - $45,000 al mes",EmployerActivo hace 5 días,"Conocimiento de bases de datos Big Data, SQL, Azure, Hive, Hadoop, Sqoop, Presto, Map/Reduce, PostgreSQL.
 Conocimiento avanzado y experiencia probada con Python…",0,0,40000,45000,42500.0,1, CDMX,2022-04-29,1,0,0,0,1,1
Gerente de Sistemas Críticos Ingeniería Mantenimiento - Exp....,JLL,3.7,"Miguel Hidalgo, CDMX","$77,000 - $80,000 al mes",EmployerActivo hace 3 días,"Tenemos éxito juntos y creemos que lo mejor inspira a lo mejor, por lo que invertimos en apoyarnos mutuamente, aprender juntos y celebrar nuestro éxito, si eres…",0,0,77000,80000,78500.0,0, CDMX,2022-05-01,0,0,0,0,0,0
Analista Big Data,VDD Human Consulting,,"Gustavo A. Madero, CDMX","$25,000 al mes",Postedhace 15 días,"Conocimiento en transformación de datos y Data Driven.
 Languaje SQL, R y Phyton.
 Análisis de los resultados; investigación de las tendencias; gestión y…",0,0,25000,25000,25000.0,0, CDMX,2022-04-19,0,1,0,0,1,0
"Technical Account Manager, Remote (Bilingual in English)",Synology America Corp,,Remoto in Ciudad de México,"$30,000 - $50,000 al mes",EmployerActivo hace 3 días,"This position is responsible for handling technical specifications and providing support to our resellers.
 Our ideal candidate will have technical experience…",0,0,30000,50000,40000.0,1,Remoto in Ciudad de México,2022-05-01,0,0,0,0,0,0
IT Specialist,"Genuitec, LLC",,"Remoto in Guadalajara, Jal.","$40,000 - $50,000 al mes",EmployerActivo hace 2 días,You will have opportunities to work with the product engineering teams on new service initiatives including collaborative solutions.,0,0,40000,50000,45000.0,1, Jal.,2022-05-02,0,0,0,0,0,0
Implementador de Software,Grupo EFISYS,,"Oaxaca de Juárez, Oax.","$11,000 - $11,500 al mes",Postedhace 1 día,"Experiencia a partir de 1 año ( en prácticas, residencias, etc, elaboración de manuales de procesos, diagramas de flujo, buena redacción y ortografía.",0,0,11000,11500,11250.0,0, Oax.,2022-05-03,0,0,0,0,0,0
Data Analyst,NTT Data Mexico,,"Cuauhtémoc, CDMX","$25,000 - $30,000 al mes",EmployerActivo hace 3 días,"Conocimiento avanzado de tecnologías de datos como Cognos, Bases de datos Tableau, Teradata, SAS y SQL.
 Conocimiento de lenguajes de programación como SQL, ETL…",0,0,25000,30000,27500.0,0, CDMX,2022-05-01,0,0,0,0,1,0
Ingeniero de Instrumentación y Control,PFIZER,4.2,"Toluca, Méx.","$22,000 al mes",Postedhace 7 días,"Implementa proyectos de mejora continua y ahorro con enfoque en los sistemas de medición, control, calibración y mantenimiento a Equipos.",0,0,22000,22000,22000.0,0, Méx.,2022-04-27,0,0,0,0,0,0
Data Scientist,Capital Empresarial Horizonte,,"Guadalajara, Jal.","$40,000 - $60,000 al mes",PostedRecién publicado,"Para laborar en Guadalajara, Querétaro o Ciudad de México*.
 Experiencia liderando el diseño, desarrollo e implementación de soluciones de datos, análisis o…",0,0,40000,60000,50000.0,0, Jal.,2022-05-04,0,0,0,0,0,0
Senior Network Engineer (REMOTE POSITION!!!),TRA Consulting Inc.,,"Remoto temporalmente in Tijuana, B.C.","$45,000 - $70,000 al mes",EmployerActivo hace 2 días,"Broad understanding of networking, infrastructure, convergence data and voice.
 Are you looking for a challenging and demanding job that requires a high level of…",0,0,45000,70000,57500.0,1, B.C.,2022-05-02,0,0,0,0,0,0
Product Manager - DEX,99 Minutos,2.3,"11560, Colonia Polanco, CDMX","$60,000 - $70,000 al mes",EmployerActivo hace 6 días,"Build, maintain, and regularly communicate detailed reporting for other leaders across the company who will use your team's data to inform their own operations…",0,0,60000,70000,65000.0,0, Colonia Polanco,2022-04-28,0,0,0,0,0,0
COMERCIAL PARA EMPACADORA DE AGUACATE,HUMAN DATA,,"Huiramba, Mich.","$10,000 - $15,000 al mes",Postedhace 2 días,"Licenciatura en áreas económico administrativas, Agronomía,.
 Disponibilidad para trabajar en Huiramba Michoacán.",0,0,10000,15000,12500.0,0, Mich.,2022-05-02,0,0,0,0,0,0
Auxiliar CMM Metrologia,Select Tool de México,,"Querétaro, Qro.","$12,000 - $18,000 al mes",Postedhace 1 día,"Conocimiento en Data Page y Solidworks.
 Apertura para trabajar en equipo y al aprendizaje continuo.
 Fixtures y moldes de inyeccion de plasticco: 1 año (Deseable…",0,0,12000,18000,15000.0,0, Qro.,2022-05-03,0,0,0,0,0,0
Ejecutivo/a Comercial en Agencias digitales,ATENCION AL CLIENTE Y VENTAS,3.9,"Cuauhtémoc, CDMX","$15,000 al mes",Postedhace 1 día,"Negocios Internacionales, Administración, Mercadotecnia o carrera afín.
 Identificación de Decision Makers en los Sectores y Cuentas definidas.",0,0,15000,15000,15000.0,0, CDMX,2022-05-03,0,0,0,0,0,0
Key Account Executive / retail / eCommerce,Alameda,,"Remoto in Cuauhtémoc, CDMX","$15,000 - $18,000 al mes",EmployerActivo hace 2 días,"Analizar la data para determinar el forecast de ventas y el inventario disponible en CEDIS.
 Nos enfocamos en facilitar todo el proceso de compra de muebles y…",0,0,15000,18000,16500.0,1, CDMX,2022-05-02,0,0,0,0,0,0
Data Engineer - Home Office,Experis,3.5,"Remoto in Benito Juárez, CDMX","$50,000 - $60,000 al mes",EmployerActivo hace 3 días,"Resolver desafíos con la ayuda de datos y tecnología.
 Experiencia en la arquitectura y el diseño de soluciones que aprovechen los productos de Google Cloud,…",0,0,50000,60000,55000.0,1, CDMX,2022-05-01,0,0,0,0,0,0
Data Engineer - Home Office,Experis,3.5,"Remoto in Benito Juárez, CDMX","$50,000 - $60,000 al mes",EmployerActivo hace 3 días,"Resolver desafíos con la ayuda de datos y tecnología.
 Experiencia en la arquitectura y el diseño de soluciones que aprovechen los productos de Google Cloud,…",0,0,50000,60000,55000.0,1, CDMX,2022-05-01,0,0,0,0,0,0
Sales Representative - B2B (English Speaking/Writing),Southland Polymers,,"Tijuana, B.C.","$30,000 - $50,000 al mes",EmployerActivo hace 28 días,"Create and maintain CRM data and sales statistics as required.
 Position is focused on securing business from prospective and current accounts in an effort to…",0,0,30000,50000,40000.0,0, B.C.,2022-04-06,0,0,0,0,0,0
Business Systems Analyst,SANMINA-SCI Systems de México S.A de C.V,4.0,"Tlajomulco, Jal.","$25,000 - $33,000 al mes",EmployerActivo hace 22 días,"Strong process or data analysis skills with proven results showing ability to influence, work with cross functional teams.
 \* Life insurance, 36 months salary.",0,0,25000,33000,29000.0,0, Jal.,2022-04-12,0,0,0,0,0,0
Data Scientist,TouchesBegan,4.0,"Benito Juárez, CDMX+1 ubicación","$30,000 - $40,000 al mes",EmployerActivo hace 2 días,"Aprovechamos Google BigQuery como nuestro almacén de datos.
 Colaborarás entre equipos para identificar los requisitos y métricas del proyecto; trabajarás en…",0,0,30000,40000,35000.0,0, CDMX,2022-05-02,0,0,0,0,0,0
SAP QM,SYDSA,,Remoto,"$75,000 - $100,000 al mes",PostedRecién publicado,"Minimum of 8 years of experience in a full cycle implementation as well as in support projects.
 Minimum of 5 years designing and configuring PP modules…",0,0,75000,100000,87500.0,1,Remoto,2022-05-04,0,0,0,0,0,0
Influencer Marketing and Content Creator,TopFoxx,,"Guadalajara, Jal.",$144 - $246 por hora,EmployerActivo hace 6 días,"Ability to analyze metrics, revenue and additional data to determine success and areas for improvement across campaigns and other marketing initiatives.",0,1,144,246,195.0,0, Jal.,2022-04-28,0,0,0,0,0,0
Ingeniero en Data Scientist,TODO EN SUBASTAS,3.3,"Remoto in Gustavo A. Madero, CDMX","$12,000 - $16,000 al mes",Postedhace 2 días,"Python (Pandas, Selenium, BS4, Jupyter, Ployt Charts) • Microsoft Azure Fundmentals.
 PostgreSQL y/o SQL y/o MongoDB.",0,0,12000,16000,14000.0,1, CDMX,2022-05-02,1,0,0,0,1,0
WebLogic Administrator,Human Talent,5.0,"Miguel Hidalgo, CDMX","$60,000 - $100,000 al mes",Postedhace 1 día,"Experience with implementing and maintaining data encryption, SSL certificates.
 Deploy / execute scripts to manage logs related to disk utilization and data…",0,0,60000,100000,80000.0,0, CDMX,2022-05-03,0,0,0,0,0,0
ANALISTA DE INVESTIGACION CUANTITATIVA,LINTALENT HEAD HUNTER 360,,"Miguel Hidalgo, CDMX","$20,000 - $25,000 al mes",PostedRecién publicado,"Requisitos: * Licenciatura relacionada a los negocios (Administración, Actuaría, Mercadotecnia, Comunicación o afín) INGLES INTERMEDIO AVANZADO.",0,0,20000,25000,22500.0,0, CDMX,2022-05-04,0,0,0,0,0,0
E-Commerce Associate,TelQuest International,,Remoto,"$35,000 - $40,000 al año",EmployerActivo hace 9 días,"Must be proficient with Microsoft Excel (you will be tested on vlook-up, data manipulation -Math formulas).
 You will work with our sales, marketing, operations,…",1,0,35000,40000,37500.0,1,Remoto,2022-04-25,0,0,0,1,0,0
Project Manager (Remoto-Mexico),Remoteco,,Remoto,"$79,000 - $80,000 al mes",EmployerActivo hace 6 días,"Perform reporting as needed: compiling data, conducting analysis, generating reports.
 You will work with internal teams, global stakeholders, and various…",0,0,79000,80000,79500.0,1,Remoto,2022-04-28,0,0,0,0,0,0
Project Manager (Remoto-Mexico),Remoteco,,Remoto,"$79,000 - $80,000 al mes",EmployerActivo hace 6 días,"Perform reporting as needed: compiling data, conducting analysis, generating reports.
 You will work with internal teams, global stakeholders, and various…",0,0,79000,80000,79500.0,1,Remoto,2022-04-28,0,0,0,0,0,0
DBA ADMINISTRADOR DE BASES DE DATOS CDMX,Indigo,3.6,"Benito Juárez, CDMX","$40,000 - $50,000 al mes",EmployerActivo hace 3 días,Empresa de telecomunicaciones con participación en México y otros países abre las puertas para incorporarte en un equipo de tecnología *DBA ADMINISTRADOR DE…,0,0,40000,50000,45000.0,0, CDMX,2022-05-01,0,1,0,0,0,0
Analista de facturacion,Neolpharma,3.6,"Azcapotzalco, CDMX","$12,979 al mes",Postedhace 28 días,"Grupo farmacéutico con objetivos de aprovechar los beneficios de sinergia entre varias plantas productoras, agregando productos de excelencia en soluciones…",0,0,12979,12979,12979.0,0, CDMX,2022-04-06,0,0,0,1,0,0
Líder Técnico,Human Talent,5.0,"Miguel Hidalgo, CDMX","$60,000 - $100,000 al mes",Postedhace 1 día,1 Liderar al equipo de desarrollo 2 Diseñar e implementar los flujos de datos / data pipelines que permitan extraer la data de múltiples fuentes de…,0,0,60000,100000,80000.0,0, CDMX,2022-05-03,0,0,0,0,0,0
Chief Technology Officer,Castle Five,,"Hybrid remote in Cuauhtémoc, CDMX","$130,000 - $150,000 al año",Postedhace 13 días,"Hola!! ando buscando un *CTO *que esté orientado a los resultados, que se desenvuelva en un entorno de ritmo rápido y que le apasione la creación de productos…",1,0,130000,150000,140000.0,0, CDMX,2022-04-21,0,0,0,0,0,0
Copywriter Creativo,Semántica; Agencia de Marketing Político Digital,,"San Pedro Garza García, N. L.","$20,000 - $25,000 al mes",EmployerActivo hace 4 días,Semántica es una Agencia de Marketing Político Digital que está en búsqueda de Copywriter Creativo que sea líder de los proyectos.*.,0,0,20000,25000,22500.0,0, N. L.,2022-04-30,0,0,0,0,0,0
Analista de estrategia comercial,Recurso Confiable S.A de C.V,,"Tlalnepantla, Méx.","$20,000 al mes",EmployerActivo hace 2 días,"Creación de dashboards (data studio) para indicadores comerciales y de marketing.
 Gusto por el Marketing, el área comercial y el análisis de datos.",0,0,20000,20000,20000.0,0, Méx.,2022-05-02,0,0,0,0,0,0
UX/UI Designer,PALO IT,,"Miguel Hidalgo, CDMX","$15,012 - $30,082 al mes",EmployerActivo hace 2 días,"Es posible que debas prestar ayuda o ser orador en conferencias internacionales de TI.
 Realizar auditorías de experiencia de usuario, revisiones y evaluaciones…",0,0,15012,30082,22547.0,0, CDMX,2022-05-02,0,0,0,0,0,0
